Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
CANNAWAY LLC,CANNAWAY FARM,Grower,GAAA-VSON-FZ2W,2023-06-01,Cherokee,TAHLEQUAH,1054 N OAKS RD,74464-8127,(918) 506-7767,cannawayok@gmail.com,8-5
PLANET405 LLC,PLANET405 LLC,Grower,GAAA-KGDC-OGCL,2023-09-15,Cleveland,NOBLE,8901 INDUSTRIAL DR,73068,4054269926,licenseandpermit@gmail.com,7am - 9pm
"GREENHOUSE FX, LLC","GREENHOUSE FX, LLC",Grower,GAAA-FEII-PGTH,2023-02-23,Cleveland,NOBLE,,73068,(405) 414-1003,lynnbradyok@gmail.com,10AM - 5PM
Justin Cowdin,Justin Cowdin,Grower,GAAA-EYGU-IW4F,2023-05-22,Cleveland,NORMAN,5100 BROADWAY,73069-8138,4056643870,2019.o33a@gmail.com,24 hours
Tera Mansfield,Tera Mansfield,Grower,GAAA-NYDS-Q4X7,2022-11-10,Pottawatomie,ASHER,46397 TURKEY HILL RD,74826-6015,9722109266,teramansfield@yahoo.com,12pm - 5pm
"Lettuce Smoke, LLC",Lettuce Smoke,Grower,GAAA-QLKW-FMPY,2023-08-01,Oklahoma,CHOCTAW,,73020-8637,5803500168,lettucelicensing@gmail.com,8am - 5pm
"NMed, LLC","NMed, LLC",Grower,GAAA-WXIK-FSE4,2023-06-23,Le Flore,HEAVENER,44465 YELLOW SPRING RD,74937-3509,(763) 910-1236,jlee817@gmail.com,
Waters Edge Farms LLC,Waters Edge Farms LLC,Grower,GAAA-WMIB-O0DP,2023-07-17,Marshall,Kingston,10005 Muncrief RD,73439,5805652611,certifiedweldinginspection@yahoo.com,8-5
"58 CUZCOXIONS, LLC.","58 CUZCOXIONS, LLC.",Grower,GAAA-EKFG-BEFT,2023-01-01,Delaware,JAY,33601 S 640 RD,74346,9189645588,hamptontax01@gmail.com,24/7; 7 days a week
Lucky Snake Cultivation LLC,Lucky Snake Cultivation,Grower,GAAA-93YO-23AK,2023-10-27,Seminole,EARLSBORO,35279 EW 1210 RD,74840-5602,(405) 287-1133,zhao.quan@yahoo.com,10a-8p
H2He LLC,H2He Farms,Grower,GAAA-1MVK-9G15,2023-06-15,Oklahoma,OKLAHOMA CITY,8117 S I 35 SERVICE RD,73149-2904,4056252203,h2he.llc@gmail.com,10am-6pm
Mothership Grow Labs LLC,Mothership Grow Labs LLC,Grower,GAAA-EKW2-SJRX,2022-09-20,Cleveland,NOBLE,8401 156TH ST,73068-5238,4057403591,cgpruitt92@gmail.com,8:00 a.m. through 7:00 p.m.
"Cannagenix, LLC",Cannagenix,Grower,GAAA-ZDE0-NVRX,2022-11-28,Grady,CHICKASHA,901 N 29TH ST,73018-1319,4054057515,molecularextractsllc@gmail.com,9:00 a.m. to 5:00 p.m. Monday through Friday
PETAL LUXE LLC,PETAL LUXE LLC,Grower,GAAA-XOUD-NC9U,2023-08-14,Le Flore,HEAVENER,,74937-7400,4053237777,dnkhomesllc@gmail.com,9AM -10PM
"Moua's Herbal Farms, LLC","Moua's Herbal Farms, LLC",Grower,GAAA-EMAH-IKHP,2022-12-08,Craig,CHELSEA,426550 E 250 RD,74016-2323,7634020549,christina@viridianlegal.com,12a
JPT Farm LLC,JPT Farm LLC,Grower,GAAA-BVAE-YGTW,2023-03-24,Cherokee,LOCUST GROVE,10864 E DON MAGGARD RD,74352-5172,6512088839,kozxiong@gmail.com,9 to 5
Good Day Cannabis,Good Day Cannabis,Grower,GAAA-RE9U-QX8W,2022-12-11,Grady,BLANCHARD,1266 COUNTY STREET 2964,73010-3026,4056556550,sandlindylon@gmail.com,6:00 8:00
Robin's Egg Ranch LLC,Robin's Egg Ranch LLC,Grower,GAAA-QJ7M-OXCH,2022-09-15,McCurtain,Valliant,248 Robin Egg Lane,74764-0000,5804337634,casey.meek@okstate.edu,10 am to 6 pm
Domegrown LLC,Domegrown LLC,Grower,GAAA-ZWFP-RAWW,2022-11-15,Canadian,YUKON,11562 N CIMARRON RD,73099-9241,9139048877,lreese0924@gmail.com,8:00AM-5:00PM M-F
zoua farm llc,zoua farm,Grower,GAAA-FTIJ-IQWO,2022-10-31,Mayes,Locust Grove,,74352,(479) 974-0037,adam.vaj79@gmail.com,8-5
Native Gold LLC,Native Gold LLC,Grower,GAAA-RA6J-NE3F,2022-10-23,Kiowa,HOBART,1220 S BROADWAY,73651-1841,4055091183,nativegoldok@gmail.com,Week days
"Altitudes Growery, LLC","Altitudes Growery, LLC",Grower,GAAA-EK15-MZPX,2022-09-27,McClain,BLANCHARD,12618 222ND ST,73010-5010,4053181966,altitudesgrowery@gmail.com,N/A
Bills Bud Barn LLC,Bills Bud Barn LLC,Grower,GAAA-IO83-OUBP,2023-03-24,Kay,TONKAWA,911 E OKLAHOMA AVE,74653,5807631625,erwinwd@outlook.com,9 am - 5 pm
JMC AGRICULTURAL LC,JMC AGRICULTURAL LC,Grower,GAAA-7UKJ-I5WK,2022-11-24,Washita,ELK CITY,11020 N 2050 RD,73644-6469,4053678199,precisethc@gmail.com,8AM- 5 PM
TandV GROW L.L.C.,TandV GROW L.L.C.,Grower,GAAA-EIM1-I7KF,2022-09-12,Logan,GUTHRIE,1717 N 14TH ST,73044-1716,4054109644,tuannguyena67@yahoo.com,Monday - Friday 9am to 5pm
miracle herb llc,miracle herb llc,Grower,GAAA-6ZXM-2XCJ,2023-09-19,Le Flore,SPIRO,19553 RACE TRACK LOOP,74959-4667,4794623112,tingvann@gmail.com,8-5
"Cannabis Cures, LLC",Cannabis Cures LLC,Grower,GAAA-NJJA-T3OW,2023-02-01,McClain,Purcell,910 S. 6th Ave.,73080,4052966867,info.cannabiscures@gmail.com,9 am-5 pm
4T UV ENTERPRISE LLC,4T UV ENTERPRISE LLC,Grower,GAAA-GHZV-LYKK,2023-09-18,Bryan,colbert,4960 sr-91,74733,(585) 888-6868,4tbros999@gmail.com,7am -9pm
4 Horsemen Cannabis Company LLC,4 Horsemen Cannabis Company LLC,Grower,GAAA-DYLY-YBYT,2022-10-27,Logan,EDMOND,11725 JENNIFER LN,73025-8510,4053235206,acrowell82@gmail.com,m-f 10am - 6pm / s-s 10am-4pm
Higher Perspective Healings L.L.C.,Higher Perspective Healings,Grower,GAAA-58S2-PDLH,2022-12-12,Oklahoma,OKLAHOMA CITY,228 SE 59TH ST,73129-3866,4056414549,thedonhugh@icloud.com,8am-5pm Daily
Weediculous Farms LLc,Weediculous Farms llc,Grower,GAAA-V1CL-DL2I,2023-08-03,McClain,purcell,14881 209th st,73080,4054170390,tonybowen6767@gmail.com,8:00am-5:00pm
"Pakalolo HI, LLC","Pakalolo HI, LLC",Grower,GAAA-J2CE-91EF,2023-05-25,Tulsa,COLLINSVILLE,14218 E 126TH ST N,74021-4116,9189067965,troywilstead50@gmail.com,12a
FIOFAM LLC,FIOFAM LLC,Grower,GAAA-QKWD-VEQO,2022-07-14,Logan,GUTHRIE,8324 S BROADWAY,73044-9596,4059385284,fiofamllc@gmail.com,8-5
Yia's Farm #3,Yia's Farm #3,Grower,GAAA-NFAR-4YTA,2023-06-23,Nowata,NOWATA,16781 EW 19 RD,74048-5047,(218) 508-7868,johnnymountainside@gmail.com,8am-5pm
CROWN BUD FARMS LLC,CROWN BUD FARMS,Grower,GAAA-4KYX-YUBP,2022-11-15,Oklahoma,OKLAHOMA CITY,300 SE 29TH ST,73129,(405) 413-2628,info@crownbudfarms.com,MON-FRI 10AM-4PM
Altcare L.L.C.,Altcare L.L.C.,Grower,GAAA-V1E2-GZ5V,2023-02-17,Oklahoma,OKLAHOMA CITY,,73108,(405) 476-0908,paul@fireleafok.com,9:00-5:00pm
Amazen K Pharms LTD CO,AMAZEN K PHARMS,Grower,GAAA-EYIP-BLXD,2022-12-12,Choctaw,HUGO,1391 N 4270 RD,74743-5707,2142297407,amazenkpharms@gmail.com,24 hours
Southern Style Farms LLC,Southern Style Farms LLC,Grower,GAAA-B46A-ZUK7,2022-09-26,Rogers,CLAREMORE,13850 E 435 RD,74017-3524,9185570278,c.farley@hotmail.com,24/7
High Horse Farms L.P.,High horse farms,Grower,GAAA-UZZS-CIXY,2022-11-06,McClain,PURCELL,15108 210TH ST,73080-4346,4053616535,jtate9279@gmail.com,8:00 am to 5:00 pm
"Phunny Pharmaceuticals, LLC",Phunny Pharms Growery,Grower,GAAA-O1QP-JHMQ,2022-12-07,Ottawa,MIAMI,64301 E 100 RD,74354-4126,9189610072,phunnypharms420@gmail.com,"Monday- Friday, 8AM-4PM"
"Big Red Dog Unlimited, LLC","Big Red Dog Unlimited, LLC",Grower,GAAA-41DD-UQ8T,2023-05-16,Tulsa,BROKEN ARROW,1504 W DETROIT ST,74012-3611,9187706100,brdu@yahoo.com,10:00am-8:00pm
PHB Growers LLC,PHB Growers LLC,Grower,GAAA-VKHP-I5ZW,2023-10-17,Mayes,PRYOR,1100 W GRAHAM AVE,74361,9188642375,chris@phbgrowers.com,8:00 AM to 3:00 PM
Quality Consumables LLC,Quality Consumables,Grower,GAAA-KHTU-LSJK,2022-10-10,Le Flore,BOKOSHE,27278 BUCK CREEK RD,74930-2142,9187215481,jrajsasombat@gmail.com,9-6
"CandM Gardens 2, LLC","CandM Gardens 2, LLC",Grower,GAAA-VMOC-XBLM,2022-08-25,Cleveland,NOBLE,8700 INDUSTRIAL BLVD,73068,2532244362,colinjmccallum@gmail.com,11am-7pm
Loud House Productions LLC,Loud House Productions LLC,Grower,GAAA-BJNF-1OTR,2022-11-01,Bryan,Mead,19 Business Parkway,73449,7196497094,theloudhouse.mead@gmail.com,8am-8pm
"TR Fam, LLC","TR FAM, LLC",Grower,GAAA-ZNBV-WL6R,2023-07-14,Lincoln,CHANDLER,,74834,4056518189,trfam420@gmail.com,10-4
RAFCO CANNABIS,RAFCO CANNABIS,Grower,GAAA-N0OO-W3YT,2023-03-20,Comanche,MARLOW,20868 NE TOWNLEY RD,73055-6507,4053015878,greensmiths2020@yahoo.com,8:00am /5:00pm
"AJ Cannabis Farms, LLC","AJ Cannabis Farms, LLC",Grower,GAAA-1NKO-2KVK,2022-11-03,Rogers,CLAREMORE,20725 S BRYANWOOD DR,74019-4059,9183447647,ajcannabisfarms@gmail.com,Monday through Friday 8 a.m. to 5:00 p.m.
OG Genetics Seeds LLC,OG Genetics Seeds LLC,Grower,GAAA-MPDQ-BECE,2022-10-25,Grady,BLANCHARD,994 COUNTY STREET 2979,73010-4428,(405) 723-2133,summertimmeog@gmail.com,9am-5pm
HEALTHY HEALING,HEALTHY HEALING,Grower,GAAA-NKMK-EXH8,2023-03-01,Atoka,ATOKA,6757 S SAWMILL RD,74525-4150,5802392955,johnhamilton89@yahoo.com,8:00 A.M. TO 5:00 P.M.
"P95K Properties, LLC","P95K Properties, LLC",Grower,GAAA-0ZDO-A1DW,2022-10-25,Rogers,CLAREMORE,23607 S 4180 RD,74019-2149,9186372095,rkendrick2095@gmail.com,M-F 6-9
Doja Management LLC,DOJA Cannabis Company,Grower,GAAA-4KDP-CJA4,2023-02-03,Oklahoma,OKLAHOMA CITY,8421 S I 35 SERVICE RD,73149-3038,4056250745,dojacanna@gmail.com,9am- 9pm
"Flying High Farms, LLC","Flying High Farms, LLC",Grower,GAAA-E1K4-1BGU,2023-07-18,Rogers,CLAREMORE,13881 S HIGHWAY 66,74017-2666,9187603722,jt@wastewaterok.com,8am to 5pm
COUGHRAN FARMS LLC,COUGHRAN FARMS LLC,Grower,GAAA-IU4V-MACH,2022-07-19,Pottawatomie,WANETTE,29168 TRIBBEY RD,74878-6044,4053970480,coughranfarms@gmail.com,8AM-5PM
"CAO88, LLC",CAO88,Grower,GAAA-WSJE-QM8X,2023-03-27,Grady,CEMENT,3330 COUNTY STREET 2790,73017-9239,(718) 510-4724,stevencao168@gmail.com,11-7
"D's SureFire Greenery, LLC","D's SureFire Greenery, LLC",Grower,GAAA-YLJV-LLCX,2022-12-08,Comanche,LAWTON,6663 NE 180TH ST,73507-5837,5803654676,surefiregreenery@gmail.com,8am-8pm
Sweet Water Production LLC,Sweet Water Production LLC,Grower,GAAA-FRSW-GNEF,2023-07-25,Pittsburg,MCALESTER,950 WOODROW RD,74501-5029,6203306908,fredshipley54@yahoo.com,9:00am to 5:00pm
"High Road Ranch, LLC","High Road Ranch, LLC",Grower,GAAA-SQSY-URTU,2023-04-16,Choctaw,Soper,1542 N 4130 Rd,74759,(972) 569-7930,cmaynor@highrdranch.com,12a
my hippy wifes farm llc,my hippy wifes farm,Grower,GAAA-RRLC-A2KT,2022-11-29,Le Flore,WISTER,43223 NOWLIN ST,74966-2337,5015458603,mike.overstreet@outlook.com,8-5
P4P Grow Farms LLC,Pound4Pound,Grower,GAAA-NJJW-3QIN,2023-02-01,Cherokee,OAKS,1748 S HIGHWAY 82A,74359-2006,9185210962,pound4pound2020@gmail.com,8
"GO Industries, LLC","Go Industries, LLC",Grower,GAAA-NJSX-X2BU,2023-01-11,Okfuskee,PADEN,363121 E 1020 RD,74860-7173,9186980309,christina@viridianlegal.com,12a
Rocky Mountain High Co,Rocky Mountain High Co,Grower,GAAA-NYZJ-MHLS,2023-07-12,Pottawatomie,Wanette,33431 Skelly Road,74878,3254287144,djtraining77@yahoo.com,7 am to 7 pm
"Delta 9 Organics, LLC","Delta 9 Organics, LLC",Grower,GAAA-KPTN-LQDD,2023-08-18,Sequoyah,GANS,,74936-6001,(916) 582-0218,leeya337@hotmail.com,
"Green Trident, LLC",Lazy Larry's,Grower,GAAA-VKP1-9VIM,2023-03-29,Muskogee,MUSKOGEE,4034 S 74TH ST W,74401-8379,(918) 360-3042,greentridentllc@gmail.com,12a
1986 wagyu llc,1986 wagyu llc,Grower,GAAA-NRBI-TMDW,2023-08-30,Comanche,elgin,10680 NE Mountain View rd,73538,4057805132,dpham24051986@yahoo.com,8am-5pm
HandH Greenery llc,HandH Greenery llc,Grower,GAAA-EVST-B18T,2022-12-14,Logan,GUTHRIE,1321 S BIRCH ST,73044-6128,4056029404,hhgreenery@gmail.com,9:00am-5:00pm
Stanky Acres LLC,Stanky Acres LLC,Grower,GAAA-5BZ5-I5VG,2022-12-04,Bryan,BOKCHITO,2251 GREEN ACRES DR,74726-1609,9723699691,meg.sorelle@gmail.com,8-5 daily
Pf farms llc,Pf farms,Grower,GAAA-ZI52-J7EO,2023-05-16,Custer,Butler,21023 E0910 rd,73625,5803830473,pf.grower@gmail.com,8:00am to 5:00pm
PACIFIC OCEAN LLC,PACIFIC OCEAN,Grower,GAAA-4Y7L-HTEU,2022-11-03,Garvin,LINDSAY,17379 N COUNTY ROAD 3022,73052-9509,9178312261,pacific.ocean.ok@gmail.com,8am-5pm
TRUDREAMS LLC,TRUDREAMS FARM,Grower,GAAA-AF3J-GKTD,2023-02-01,Sequoyah,MULDROW,99909 S 4798 RD,74948-6798,6512355739,trudreamsllcok@gmail.com,10-5
"Blue Jay Farm, LLC","Blue Jay Farm, LLC",Grower,GAAA-IOI7-QOFW,2022-10-12,Haskell,MCCURTAIN,40180 E COUNTY ROAD 1290,74944-3300,7632193292,cornerstonefarm.ok@gmail.com,8-5
"Lin Wu Farms, LLC",Lin Wu Farms,Grower,GAAA-KVFS-U6AF,2023-06-28,Craig,VINITA,23199 S 4400 RD,74301-5239,6463918105,linwufarmsok@gmail.com,9am to 6pm
Cooper Labs LLC,Cooper Labs LLC,Grower,GAAA-N1DP-1WFZ,2022-10-31,Osage,TULSA,5687 N 73RD WEST AVE,74126,9188049898,cooper.labs@cox.net,6pm-10pm
Hillbilly Hippie Farms LLC,Hillbilly Hippie Farms,Grower,GAAA-OSNO-1XON,2022-10-03,Le Flore,Hodgen,,74939-0000,4792166518,hillbillyhippiefarmsllc@gmail.com,8 am to 5pm
The Yogi Farm LLC,The Yogi Farm,Grower,GAAA-R8BY-X7L4,2022-07-14,Delaware,JAY,34403 S 670 RD,74346-5420,(918) 288-0219,thebestyogifarm@gmail.com,10
"HIGH PLAINS CANNABIS, LLC","HIGH PLAINS CANNABIS, LLC",Grower,GAAA-41EL-GUDV,2022-12-05,Grady,BLANCHARD,2383 FOX LN,73010-6626,(303) 870-5968,jim.heater@yahoo.com,8 am - 5 pm
Okie Smokie Farms,Okie Smokie Farms,Grower,GAAA-SHO6-RVPI,2023-02-01,Grady,BRADLEY,474 S TERRY AVE,73011-9793,4052502982,okie1966gp@gmail.com,8 a.m - 8 p.m.
Mid Country LLC,Mid Country LLC,Grower,GAAA-EYS1-QZHP,2022-12-13,Kay,BLACKWELL,402 S 29TH ST,74631-3627,2488849254,jfd711@gmail.com,11-7
"Mase Enterprises, LLC","Mase Enterprises, LLC",Grower,GAAA-41FC-DMD4,2022-12-12,Okmulgee,HASKELL,25 N 306 RD,74436-2016,9193136355,christina@viridianlegal.com,12a
"ICON Gold, LLC","ICON Gold, LLC",Grower,GAAA-CJKR-R73E,2023-03-03,Caddo,Gracemont,,73042,4058081985,smglaurens@gmail.com,12a
TRUGREEN VISIONARY LLC,TRUGREEN VISIONARY FARM,Grower,GAAA-ZZV6-SFUS,2023-07-26,Cherokee,TAHLEQUAH,1054 N OAKS RD,74464-8127,(918) 772-7474,trugreenok@gmail.com,8-5
Bryant Organics,Bryant Organics,Grower,GAAA-N0M4-IENP,2023-06-30,Pawnee,PAWNEE,43744 S 35000 RD,74058-4601,4056123672,jasonbryan4824@sbcglobal.net,8-5 mon-fri
Dallas Skyline Corporation,Dank of America,Grower,GAAA-H9JB-SX3W,2022-10-13,Oklahoma,TUTTLE,2101 COUNTY ROAD 1242,73089-3802,4697048234,quorum@vesloils.com,9-5
Shaver Shack Services LLC,Shaver Shack Services LLC,Grower,GAAA-DZU3-WNXD,2023-06-29,Carter,WILSON,891 RIDGE RD,73463-6563,9035900081,shavershackservicesllc@gmail.com,Monday - Friday 8am - 5 pm
ABC CANNABIS COMPANY LLC,ABC CANNABIS COMPANY LLC,Grower,GAAA-EYDR-1O4P,2023-01-08,Oklahoma,OKLAHOMA CITY,4612 NW 10TH ST,73127-5920,4057247988,abccannabisco@gmail.com,7-4
Hydro Chronic Farm LLC,Hydro Chronic Farm LLC,Grower,GAAA-ZWIS-SOWZ,2022-11-27,Seminole,WEWOKA,35850 EW 1270,74884-8801,4052209026,tiffypearl@gmail.com,8 am - 5 pm/Monday - Friday
"Chickntaco, LLC","Chickntaco, LLC",Grower,GAAA-TYGK-CSL4,2023-04-29,Blaine,GEARY,720 N GALENA AVE,73040-1501,(405) 397-1717,joe@warhawklegal.com,N/A
"Perez Crafted Creations, LLC","Perez Crafted Creations, LLC",Grower,GAAA-AZIS-MAPA,2023-05-08,Caddo,ANADARKO,38051 STATE HIGHWAY 8,73005-7511,5803351095,pccllc21@gmail.com,Monday-Friday 8:00 AM - 5:00 PM
"Talking Headz Co-Op, LLC","Talking Headz Co-Op, LLC",Grower,GAAA-4JFE-XYRO,2022-12-16,Custer,WEATHERFORD,24391 LAWTER RD,73096-3276,(580) 302-9705,colby@talkingheadzcoop.com,9am-5pm
E.S.D Farm LLC,E.S.D Farm LLC,Grower,GAAA-ZMVV-FHFT,2022-10-16,Pottawatomie,TECUMSEH,22544 PINK LN,74873-6455,4053143303,luperciolawns@gmail.com,8 Am -6 Pm
SAPULPA GREEN,P&P FARM,Grower,GAAA-HX5S-JOOJ,2023-02-01,Creek,SAPULPA,13368 W 81ST S,74066,9183403947,paulthao2319@outlook.com,9-5PM
"Hi-Yield Farms, LLC","Hi-Yield Farms, LLC",Grower,GAAA-X6PS-NOTB,2023-06-12,Washita,DILL CITY,11724 N 2120 RD,73641-4129,7175826021,carolyn@okiepremium.com,12a
"420Connect, LLC","420Connect, LLC",Grower,GAAA-MQW1-1CFM,2023-01-02,Creek,TULSA,6419 S 45TH WEST AVE,74132-1143,9184305183,420connect918@gmail.com,9:00am-5:00pm
Darkhorse Family Cultivating LLC,Darkhorse Family Cultivating LLC,Grower,GAAA-VKXG-FWIU,2022-12-27,Wagoner,BIXBY,14759 S GRANT ST,74008-3703,9188493783,darkhorse.family@yahoo.com,"Mon-Sat, 8 am - 5 pm"
KV GROWERS LLC,KV GROWERS,Grower,GAAA-TA2T-6WBD,2022-09-08,Pawnee,CLEVELAND,367405 E COUNTRY CLUB BLVD,74020-7165,8135258139,kvgrowers5@gmail.com,9AM TO 5 PM
Darmic Farms LLC,Darmic Farms LLC,Grower,GAAA-41JA-88MD,2023-03-13,Jefferson,RYAN,1103 LEE ST,73565-9579,5102609299,darrelldanielsr@yahoo.com,undetermined
"Top Organic, LLC",Top Organic,Grower,GAAA-7UYE-8HTP,2022-10-17,Stephens,DUNCAN,173965 N 2910 RD,73533-1943,2144257337,toporganicllc@outlook.com,8:00:00 AM - 5:00:00 PM M- F
"High Road Farm, LLC","High Road Farm, LLC",Grower,GAAA-Y8NB-QGFK,2023-05-08,Oklahoma,Oklahoma City,1841 SE 66th Street,73149,4054203383,olenpratt@gmail.com,9am-5pm
Veritas Green LLC,Veritas Green LLC,Grower,GAAA-GBM7-1ZBW,2022-12-15,Love,MARIETTA,12223 ANSON DR,73448-1903,2148830959,veritasgreen.okla@gmail.com,0900-1700
Statue Lee Farm LLC,Statue Lee Farm,Grower,GAAA-8B28-WGCN,2022-07-18,Delaware,COLCORD,5983 COUNTY ROAD 470,74338-2147,9183145557,statuelee.farm@gmail.com,8 am - 10 pm
Rockin Chair Remedy LLC,Rockin Chair Remedy LLC,Grower,GAAA-HEVA-LTEV,2022-11-15,Atoka,KIOWA,12966 E REYNOLDS RD,74553-3037,9184704093,ruth_fereday@yahoo.com,12a
Levi Simmons,Sweet Grass Farms,Grower,GAAA-V1TC-RFZV,2023-04-19,Ottawa,Commerce,101 1st Street,74339,9189191717,levi.simmons02@gmail.com,9-6 Mon.-Sat.
"ONEWORLDTREE, LLC","ONEWORLDTREE, LLC",Grower,GAAA-RLAB-FTNK,2023-02-01,Pawnee,PAWNEE,346776 E 4500 RD,74058-2219,2814515271,alenapham@yahoo.com,8a-8p
OCEAN 9 GROW COMPANY LLC,OCEAN 9 GROW COMPANY LLC,Grower,GAAA-QEPY-P0NT,2023-06-27,Haskell,STIGLER,1101 E CENTRAL PL,74462-2586,9186958183,tt6790607@gmail.com,8:00 AM TO 5:00 PM
Trotter Family Genetics LLC,Trotter Family Genetics LLC,Grower,GAAA-OPCZ-GJVK,2022-12-04,Logan,GUTHRIE,9350 CEDARVIEW LN,73044,(405) 514-3869,trotterfamilygenetics@yahoo.com,9am-5pm
Elm Branch Outdoors LLC,Elm Branch Outdoors LLC,Grower,GAAA-ABFX-HKJK,2023-03-22,Mayes,VINITA,444562 HIGHWAY 28,74301-7088,9187246420,elmbranchoutdoors@gmail.com,Perpetual
Safe Earth Cannabis LLC,Safe Earth Cannabis LLC,Grower,GAAA-TRCP-VIMF,2022-12-07,Roger Mills,LEEDEY,8515 N 2010 RD,73654-5003,4056418662,randycarlsmith111@gmail.com,Monday - Sunday 12 am to 12 pm
Mayer Farms,Mayer Farms,Grower,GAAA-EJTV-CMW3,2023-02-01,Pottawatomie,TECUMSEH,34562 RATTLESNAKE HILL RD,74873-6228,4054043198,mayerfarms420@gmail.com,6 a.m. to 2 p.m.
The Gnarly Farm,The Gnarly Farm,Grower,GAAA-NJ8N-KRZH,2023-05-19,Lincoln,PRAGUE,349383 E WOOD MEADOW DR,74864-5404,2392735843,henry.ventry@yahoo.com,3
Pristine and Green LLC,Pristine and Green LLC,Grower,GAAA-EY5E-AVXU,2023-03-20,Pottawatomie,PRAGUE,9534 S HIGHWAY 99,74864-6407,4054345430,pgfarmsokc@gmail.com,8am-5pm
Okanna Crops,Okanna Crops,Grower,GAAA-415I-0ZKO,2022-03-06,Oklahoma,OKLAHOMA CITY,220 S EAGLE LN,73128-4208,4052012600,okannacrops@gmail.com,8am - 5pm
"KNH CULTIVATION, LLC","KNH CULTIVATION, LLC",Grower,GAAA-E6EI-MUEQ,2023-03-06,Bryan,CALERA,101 W MAIN ST,74730,3252489118,knhcultivation@yahoo.com,8AM - 5PM
Green Herbs LLC,Green herbs,Grower,GAAA-HZCC-TOMU,2023-03-24,Lincoln,SPARKS,100793 S 3520 RD,74869-9040,4056537007,matt@stacylegalgroup.com,9-4
"OKLAHOMA DANKA, LLC",OKLAHOMA DANKA,Grower,GAAA-DGIQ-PTYT,2023-07-21,Love,MARIETTA,16855 TABLER RD,73448,(206) 602-7620,oklahomadanka@gmail.com,8:00 - 5:00
Ashlock's Farm,Ashlock's Farm LLC,Grower,GAAA-VXRB-9VBV,2022-08-21,Okmulgee,OKMULGEE,,74447-9131,9187204686,ashlocksfarm@gmail.com,24-7
Green Acres Cannabis LLC,green acres cannabis LLC,Grower,GAAA-BPMQ-ZOJU,2022-12-11,Comanche,LAWTON,701 NE 124TH ST,73507-3242,5807301988,josh15037@gmail.com,9:00am to 5:00pm
Samurai Smoke LLP,Puff N Stuff,Grower,GAAA-WEVM-O0LM,2022-10-31,Pittsburg,MCALESTER,5 E HARRISON AVE,74501-3905,3105705637,amyjackson150@gmail.com,9am-5pm
"1GEN12, LLC","1GEN12, LLC",Grower,GAAA-SR07-RN4M,2023-07-03,Okmulgee,MOUNDS,10092 KENNYS TRUCKS DR,74047-8204,8323619291,treborprice12@icloud.com,
"HandD GROWS, LLC",Loud Alchemy,Grower,GAAA-PZAP-5IUX,2022-09-29,Pontotoc,ADA,6066 COUNTY ROAD 1450,74820-0576,5802727976,fourfingerfarms@gmail.com,9am-5am
Felipe Morris Llc,Felipe Morris,Grower,GAAA-4YFH-PSWA,2023-03-24,Grady,Chickasha,2577 C.S 2780,73018,4055033664,wadedunkin@gmail.com,0700-1700
Lucky Green Farm LLC,Lucky Green Farm LLC,Grower,GAAA-CXE3-8DPM,2023-05-01,Mayes,INOLA,10190 S 426 RD,74036-5979,2485053672,myjolina01@yahoo.com,"M - F, 8 A.M. - 5 P.M."
Younger Cultivated LLC,Younger Cultivated LLC,Grower,GAAA-6A3R-XCYE,2023-06-09,Oklahoma,LUTHER,19800 DANNY LN,73054-8283,(916) 517-5121,youngercultivatedllc@gmail.com,n/a
"Green Mac Farm, LLC","Green Mac Farm, LLC",Grower,GAAA-C4K5-TAMF,2023-06-02,McCurtain,VALLIANT,1457 HORNED OWL RD,74764-5509,5802129460,greenmacfarm@gmail.com,8-5
"JS0429, LLC",Capital Dank OKC Grow,Grower,GAAA-N1YO-VDMH,2023-01-14,Oklahoma,OKLAHOMA CITY,1221 W I 240 SERVICE RD,73139-2105,2488849254,jfd711@gmail.com,11am-7pm
Gregory Pavone,Gregory Pavone,Grower,GAAA-CI7L-YU7Q,2023-09-27,Beckham,SAYRE,317 E KENNEMER,73662-8407,6466197054,dpavone@me.com,7am-7pm
Doobie Us Plus LLC,Doobie Us Plus LLC,Grower,GAAA-ZHOW-PKYR,2023-04-04,Kingfisher,DOVER,10269 N 2900 RD,73734-5857,4058331015,twistedq@hotmail.com,Varies
Sai Moua,M.I.A. Farms,Grower,GAAA-BTXA-HQ6G,2023-02-01,Delaware,COLCORD,23535 E 530 RD,74338-4516,4792330073,miafarms.ok@gmail.com,12pm - 5pm
Tatums Grow,Tatums Grow,Grower,GAAA-X6BT-UJEI,2022-05-08,Carter,Tatums,3983 Cargo Rd,73487,4056094840,costa2324@gmail.com,24 hours
2 Hippies and a Preacher,2 Hippies and a Preacher,Grower,GAAA-JHID-KMTV,2022-12-04,Bryan,COLBERT,75 HUMMINGBIRD CIR,74733,(469) 712-8657,brown2brooke@gmail.com,8 to 5 Monday Thru Friday
Medicine Woman Nursery,Medicine Woman Nursery,Grower,GAAA-4KJI-YSED,2023-02-17,Muskogee,WARNER,15400 S HIGHWAY 64,74469-4410,9188390126,samanthatherapist@gmail.com,7am-7pm
